owner,name,full_name,html_url,language,stars,forks,open_issues,size_kb,has_wiki,has_pages,repo_age_days,days_since_last_update,has_readme,has_docker,has_cicd,has_tests
arm,mcp,arm/mcp,https://github.com/arm/mcp,Python,85,17,2,498,1,0,362,0,1,0,1,0
cynchro,deepseekCLI,cynchro/deepseekCLI,https://github.com/cynchro/deepseekCLI,Python,21,0,0,900,1,0,68,0,1,0,0,1
NetSPI,OCInferno,NetSPI/OCInferno,https://github.com/NetSPI/OCInferno,Python,20,2,0,1939,1,0,111,0,1,1,1,1
anetonline,ANetBBS,anetonline/ANetBBS,https://github.com/anetonline/ANetBBS,Python,21,2,10,9945,1,0,69,0,1,0,1,1
open-edge-platform,physical-ai-studio,open-edge-platform/physical-ai-studio,https://github.com/open-edge-platform/physical-ai-studio,Python,67,25,65,32636,1,0,328,0,1,0,1,0
SimplifyJobs,Summer2026-Internships,SimplifyJobs/Summer2026-Internships,https://github.com/SimplifyJobs/Summer2026-Internships,Python,45490,3200,54,2997324,0,0,2251,0,1,0,1,0
Charmve,Charmve,Charmve/Charmve,https://github.com/Charmve/Charmve,Python,49,70,3,107908,1,0,2136,0,1,0,1,0
andychenggg,Stocks,andychenggg/Stocks,https://github.com/andychenggg/Stocks,Python,46,16,3,16470,1,1,238,0,1,0,1,1
linny006,skills-tracker,linny006/skills-tracker,https://github.com/linny006/skills-tracker,Python,11,5,5,50835,1,1,60,0,1,0,1,0
LidaoNote,OpenCode,LidaoNote/OpenCode,https://github.com/LidaoNote/OpenCode,Python,38,13,1,65937,1,0,712,0,1,0,0,0
Jaded-Encoding-Thaumaturgy,vs-jetpack,Jaded-Encoding-Thaumaturgy/vs-jetpack,https://github.com/Jaded-Encoding-Thaumaturgy/vs-jetpack,Python,71,22,8,9024,0,1,527,0,1,0,1,1
tomaasz,litellm-free-models-proxy,tomaasz/litellm-free-models-proxy,https://github.com/tomaasz/litellm-free-models-proxy,Python,42,6,15,134422,1,1,86,0,1,1,1,0
linny006,trending-claude-skills,linny006/trending-claude-skills,https://github.com/linny006/trending-claude-skills,Python,18,2,3,23651,1,1,61,0,1,0,1,0
lonnyzhang423,v2ex-hot-hub,lonnyzhang423/v2ex-hot-hub,https://github.com/lonnyzhang423/v2ex-hot-hub,Python,57,5,0,101601,1,0,2025,0,1,0,1,0
ethereum,soundcalc,ethereum/soundcalc,https://github.com/ethereum/soundcalc,Python,56,26,6,4700,1,0,306,0,1,0,0,1
Abishek-kk,RailMind-AI,Abishek-kk/RailMind-AI,https://github.com/Abishek-kk/RailMind-AI,Python,60,2,0,50482,1,0,43,0,1,0,1,0
hungpham2511,toppra,hungpham2511/toppra,https://github.com/hungpham2511/toppra,Python,906,208,40,12170,1,1,3291,0,1,0,1,1
ProxyScrape,free-proxy-list,ProxyScrape/free-proxy-list,https://github.com/ProxyScrape/free-proxy-list,Python,66,6,0,9742165,1,0,56,0,1,0,1,0
packit,packit-service,packit/packit-service,https://github.com/packit/packit-service,Python,42,59,261,12832,1,0,2626,0,1,1,1,1
sktelecom,onot,sktelecom/onot,https://github.com/sktelecom/onot,Python,15,7,1,2822,1,0,1381,0,1,0,1,1
TomoeMami,S1PlainTextBackup,TomoeMami/S1PlainTextBackup,https://github.com/TomoeMami/S1PlainTextBackup,Python,533,63,0,658423,0,0,2363,0,1,0,1,0
robballou,sublimetext-sshconfig,robballou/sublimetext-sshconfig,https://github.com/robballou/sublimetext-sshconfig,Python,24,5,1,658,1,0,4830,0,1,0,1,1
fideus-labs,ngff-zarr,fideus-labs/ngff-zarr,https://github.com/fideus-labs/ngff-zarr,Python,72,23,20,10967,0,0,1395,0,1,0,1,0
canonical,checkbox,canonical/checkbox,https://github.com/canonical/checkbox,Python,49,79,179,34417,1,0,1391,0,1,0,1,0
aeon-toolkit,aeon,aeon-toolkit/aeon,https://github.com/aeon-toolkit/aeon,Python,1418,305,243,123963,0,1,1311,0,1,0,1,0
NousResearch,hermes-agent,NousResearch/hermes-agent,https://github.com/NousResearch/hermes-agent,Python,219344,41592,24821,532699,1,1,365,0,1,1,1,1
SnailDev,v2ex-hot-hub,SnailDev/v2ex-hot-hub,https://github.com/SnailDev/v2ex-hot-hub,Python,37,2,2,81198,1,0,1982,0,1,0,1,0
Xpra-org,xpra,Xpra-org/xpra,https://github.com/Xpra-org/xpra,Python,2900,233,216,78308,1,0,2008,0,1,0,1,1
sonichi,sutando,sonichi/sutando,https://github.com/sonichi/sutando,Python,356,76,136,10475,1,0,117,0,1,0,1,1
stamparm,maltrail,stamparm/maltrail,https://github.com/stamparm/maltrail,Python,8558,1257,101,44275,1,0,4248,0,1,0,1,1
wliqi495-create,jaychouqq,wliqi495-create/jaychouqq,https://github.com/wliqi495-create/jaychouqq,Python,11,8,2,260395,1,0,181,0,1,0,0,0
daiki-beppu,youtube-automation,daiki-beppu/youtube-automation,https://github.com/daiki-beppu/youtube-automation,Python,161,6,29,16180,0,0,123,0,1,0,1,1
AndyShiue,learning-rust-from-zero,AndyShiue/learning-rust-from-zero,https://github.com/AndyShiue/learning-rust-from-zero,Python,59,2,0,5433,1,1,127,0,1,0,1,0
Lornatang,ESRGAN-PyTorch,Lornatang/ESRGAN-PyTorch,https://github.com/Lornatang/ESRGAN-PyTorch,Python,158,29,9,3735,1,0,2136,0,1,0,0,0
Cog-Creators,Red-Index,Cog-Creators/Red-Index,https://github.com/Cog-Creators/Red-Index,Python,36,71,0,285278,0,0,2156,0,1,0,1,0
daemonless,daemonless,daemonless/daemonless,https://github.com/daemonless/daemonless,Python,56,1,0,432,1,0,210,0,1,0,1,0
juliensimon,space-datasets,juliensimon/space-datasets,https://github.com/juliensimon/space-datasets,Python,11,1,0,3906,1,0,124,0,1,0,1,0
weaversa,cryptol-course,weaversa/cryptol-course,https://github.com/weaversa/cryptol-course,Python,28,17,10,14152,1,1,2250,0,1,0,1,0
WingedGuardian,GENesis-AGI,WingedGuardian/GENesis-AGI,https://github.com/WingedGuardian/GENesis-AGI,Python,91,16,2,24049,0,0,123,0,1,0,1,1
mehmetey03,YA-HU,mehmetey03/YA-HU,https://github.com/mehmetey03/YA-HU,Python,24,5,0,182595,1,0,626,0,1,0,1,0
mikelikesrobots,viam-rover2,mikelikesrobots/viam-rover2,https://github.com/mikelikesrobots/viam-rover2,Python,11,0,0,64,1,0,62,0,1,0,0,0
xxynet,KiraAI,xxynet/KiraAI,https://github.com/xxynet/KiraAI,Python,65,19,8,9236,1,0,265,0,1,1,1,1
GoogleCloudPlatform,professional-services,GoogleCloudPlatform/professional-services,https://github.com/GoogleCloudPlatform/professional-services,Python,3047,1463,48,658220,0,0,3352,0,1,0,0,0
oaustegard,llm-as-computer,oaustegard/llm-as-computer,https://github.com/oaustegard/llm-as-computer,Python,11,2,0,2177,1,0,133,0,1,0,0,0
rafatosta,zapzap,rafatosta/zapzap,https://github.com/rafatosta/zapzap,Python,1276,78,21,18566,1,1,1664,0,1,0,1,1
felipelobomotta-blip,book-genesis-v4,felipelobomotta-blip/book-genesis-v4,https://github.com/felipelobomotta-blip/book-genesis-v4,Python,78,22,11,8512,1,0,100,0,1,0,0,1
ulsreall,web3-agent-kit,ulsreall/web3-agent-kit,https://github.com/ulsreall/web3-agent-kit,Python,18,2,12,2656,0,1,49,0,1,0,1,1
plotly,dash,plotly/dash,https://github.com/plotly/dash,Python,24340,2308,534,216117,0,0,4122,0,1,0,1,1
calesthio,OpenMontage,calesthio/OpenMontage,https://github.com/calesthio/OpenMontage,Python,41554,4945,196,73596,1,0,115,0,1,0,1,1
PytorchConnectomics,pytorch_connectomics,PytorchConnectomics/pytorch_connectomics,https://github.com/PytorchConnectomics/pytorch_connectomics,Python,196,88,1,100808,1,1,2674,0,1,0,1,1
comet-ml,opik,comet-ml/opik,https://github.com/comet-ml/opik,Python,20797,1630,151,693556,0,1,1170,0,1,0,1,0
Lornatang,SRGAN-PyTorch,Lornatang/SRGAN-PyTorch,https://github.com/Lornatang/SRGAN-PyTorch,Python,483,116,4,3015,1,0,2287,0,1,0,0,0
Vinix24,vnx-orchestration,Vinix24/vnx-orchestration,https://github.com/Vinix24/vnx-orchestration,Python,51,6,3,25085,0,0,185,0,1,0,1,1
devdacian,coldclone,devdacian/coldclone,https://github.com/devdacian/coldclone,Python,11,1,0,197,0,0,20,0,1,0,0,0
Bd-Mutant7,eips,Bd-Mutant7/eips,https://github.com/Bd-Mutant7/eips,Python,11,0,0,547,1,0,131,0,1,0,1,0
snowflakedb,snowflake-cli,snowflakedb/snowflake-cli,https://github.com/snowflakedb/snowflake-cli,Python,263,114,169,80041,0,0,1436,0,1,0,1,1
cxyfreedom,website-hot-hub,cxyfreedom/website-hot-hub,https://github.com/cxyfreedom/website-hot-hub,Python,384,60,3,149846,1,0,1002,0,1,0,1,0
jordan-gibbs,hyperresearch,jordan-gibbs/hyperresearch,https://github.com/jordan-gibbs/hyperresearch,Python,1210,123,8,1340,1,0,104,0,1,0,1,1
The412Banner,Banners-Turnip,The412Banner/Banners-Turnip,https://github.com/The412Banner/Banners-Turnip,Python,120,10,0,2889,0,0,152,0,1,0,1,0
Chat2AnyLLM,awesome-claude-skills,Chat2AnyLLM/awesome-claude-skills,https://github.com/Chat2AnyLLM/awesome-claude-skills,Python,142,33,0,21363,1,1,212,0,1,0,1,0
wecode-ai,Wegent,wecode-ai/Wegent,https://github.com/wecode-ai/Wegent,Python,662,120,66,67636,1,0,193,0,1,1,1,1
openshift,cincinnati-graph-data,openshift/cincinnati-graph-data,https://github.com/openshift/cincinnati-graph-data,Python,81,78,11,13566,0,0,2512,0,1,0,0,0
gmh5225,awesome-game-security,gmh5225/awesome-game-security,https://github.com/gmh5225/awesome-game-security,Python,3219,456,0,2687395,1,0,1571,0,1,0,1,0
conda-forge,staged-recipes,conda-forge/staged-recipes,https://github.com/conda-forge/staged-recipes,Python,839,6178,1431,178804,0,0,3976,0,1,0,1,0
Lornatang,AlexNet-PyTorch,Lornatang/AlexNet-PyTorch,https://github.com/Lornatang/AlexNet-PyTorch,Python,95,42,1,1142,1,0,2411,0,1,0,0,1
googleapis,google-cloud-python,googleapis/google-cloud-python,https://github.com/googleapis/google-cloud-python,Python,5351,1734,642,929682,0,1,4558,0,1,0,1,0
droidrun,mobilerun,droidrun/mobilerun,https://github.com/droidrun/mobilerun,Python,8850,947,33,105725,0,0,466,0,1,1,1,1
kvyb,opentulpa,kvyb/opentulpa,https://github.com/kvyb/opentulpa,Python,39,7,3,5374,1,0,153,0,1,1,1,1
mahdibland,V2RayAggregator,mahdibland/V2RayAggregator,https://github.com/mahdibland/V2RayAggregator,Python,4004,667,16,4506073,0,0,1392,0,1,0,1,0
bbenchoff,OrthoRoute,bbenchoff/OrthoRoute,https://github.com/bbenchoff/OrthoRoute,Python,389,30,5,165525,1,0,361,0,1,0,0,1
Mathics3,Mathics3-Frontend-CLI,Mathics3/Mathics3-Frontend-CLI,https://github.com/Mathics3/Mathics3-Frontend-CLI,Python,64,9,5,912,1,0,2125,0,1,0,1,1
music-assistant,server,music-assistant/server,https://github.com/music-assistant/server,Python,2886,509,50,548685,0,0,2632,0,1,1,1,1
NVIDIA-NeMo,Gym,NVIDIA-NeMo/Gym,https://github.com/NVIDIA-NeMo/Gym,Python,1066,236,517,75575,0,0,331,0,1,0,1,1
strands-agents,harness-sdk,strands-agents/harness-sdk,https://github.com/strands-agents/harness-sdk,Python,6675,983,592,100650,0,1,434,0,1,0,1,0
seqeralabs,nf-metro,seqeralabs/nf-metro,https://github.com/seqeralabs/nf-metro,Python,15,2,69,89257,1,1,157,0,1,0,1,1
zmievsa,cadwyn,zmievsa/cadwyn,https://github.com/zmievsa/cadwyn,Python,305,53,27,5451,0,1,1136,0,1,0,1,1
jasoncheng7115,jt-glogarch,jasoncheng7115/jt-glogarch,https://github.com/jasoncheng7115/jt-glogarch,Python,30,6,0,26509,0,1,105,0,1,0,0,0
theriturajps,proxy-list,theriturajps/proxy-list,https://github.com/theriturajps/proxy-list,Python,13,3,0,214498,1,1,523,0,1,0,1,0
Lornatang,VGG-PyTorch,Lornatang/VGG-PyTorch,https://github.com/Lornatang/VGG-PyTorch,Python,41,10,1,1113,1,0,2404,0,1,0,0,0
dev-core-busy,jarvis,dev-core-busy/jarvis,https://github.com/dev-core-busy/jarvis,Python,17,1,0,42668,0,0,142,0,1,1,1,0
MetaCell,cloud-harness,MetaCell/cloud-harness,https://github.com/MetaCell/cloud-harness,Python,19,5,79,47726,1,0,2346,0,1,0,1,1
MoonLadderStudios,MoonMind,MoonLadderStudios/MoonMind,https://github.com/MoonLadderStudios/MoonMind,Python,12,5,57,50346,0,0,554,0,1,1,1,1
GTNewHorizons,GTNH-Translations,GTNewHorizons/GTNH-Translations,https://github.com/GTNewHorizons/GTNH-Translations,Python,29,29,7,508492,0,0,877,0,1,0,1,1
STMicroelectronics,compost-rpc,STMicroelectronics/compost-rpc,https://github.com/STMicroelectronics/compost-rpc,Python,16,3,7,1155,1,0,394,0,1,0,0,1
merenlab,anvio,merenlab/anvio,https://github.com/merenlab/anvio,Python,531,171,221,907587,1,0,4530,0,1,0,1,0
quarrying,baidu-top-crawler,quarrying/baidu-top-crawler,https://github.com/quarrying/baidu-top-crawler,Python,35,9,0,69812,1,0,2088,0,1,0,1,0
ROCm,FlyDSL,ROCm/FlyDSL,https://github.com/ROCm/FlyDSL,Python,244,95,103,43336,1,1,242,0,1,0,1,1
alpha-unito,streamflow,alpha-unito/streamflow,https://github.com/alpha-unito/streamflow,Python,65,19,30,6233,1,0,2439,0,1,1,1,1
local-inference-lab,sparkinfer,local-inference-lab/sparkinfer,https://github.com/local-inference-lab/sparkinfer,Python,140,31,14,13575,0,0,128,0,1,0,0,1
josepha-mayo,mayo,josepha-mayo/mayo,https://github.com/josepha-mayo/mayo,Python,17,9,1,6581,1,0,165,0,1,0,1,0
HyperNylium,SynologyC2Password-to-Bitwarden,HyperNylium/SynologyC2Password-to-Bitwarden,https://github.com/HyperNylium/SynologyC2Password-to-Bitwarden,Python,16,3,0,398,0,0,774,0,1,0,1,1
vyos,vyos-1x,vyos/vyos-1x,https://github.com/vyos/vyos-1x,Python,486,444,25,31054,0,0,3261,0,1,0,1,1
yusufaliozkan,zotero-intelligence-bibliography,yusufaliozkan/zotero-intelligence-bibliography,https://github.com/yusufaliozkan/zotero-intelligence-bibliography,Python,12,7,1,269729,1,0,1328,0,1,0,1,0
dovvnloading,Graphlink,dovvnloading/Graphlink,https://github.com/dovvnloading/Graphlink,Python,25,4,0,4330,1,0,116,0,1,0,1,0
TracecatHQ,tracecat,TracecatHQ/tracecat,https://github.com/TracecatHQ/tracecat,Python,3736,393,131,109712,0,0,877,0,1,1,1,1
fcakyon,claude-codex-settings,fcakyon/claude-codex-settings,https://github.com/fcakyon/claude-codex-settings,Python,813,69,9,3033,0,0,379,0,1,0,1,0
Aabishkar2,nepse-data,Aabishkar2/nepse-data,https://github.com/Aabishkar2/nepse-data,Python,72,24,2,47008,1,0,1614,0,1,0,1,0
lisamk1978,Electrum-Fake-Balance,lisamk1978/Electrum-Fake-Balance,https://github.com/lisamk1978/Electrum-Fake-Balance,Python,36,4,0,11060,0,0,9,0,1,0,0,0
mpraes,ingestao_no_limite,mpraes/ingestao_no_limite,https://github.com/mpraes/ingestao_no_limite,Python,20,18,0,192,1,0,12,0,1,0,1,0
MihaiBuilds,memory-vault,MihaiBuilds/memory-vault,https://github.com/MihaiBuilds/memory-vault,Python,58,10,8,652,1,0,123,0,1,1,1,1
maxplanck-ie,parkour2,maxplanck-ie/parkour2,https://github.com/maxplanck-ie/parkour2,Python,35,9,2,70642,1,0,1501,0,1,1,1,0
univention,univention-corporate-server,univention/univention-corporate-server,https://github.com/univention/univention-corporate-server,Python,293,74,10,1458860,0,0,3230,0,1,0,1,1
datawhalechina,dive-into-embodied-ai,datawhalechina/dive-into-embodied-ai,https://github.com/datawhalechina/dive-into-embodied-ai,Python,146,17,0,25121,1,1,86,0,1,0,1,0
wikimedia,mediawiki-extensions,wikimedia/mediawiki-extensions,https://github.com/wikimedia/mediawiki-extensions,Python,46,16,0,317601,0,0,2720,0,1,0,0,0
squid-protocol,gitgalaxy,squid-protocol/gitgalaxy,https://github.com/squid-protocol/gitgalaxy,Python,46,2,34,277051,0,1,124,0,1,0,1,1
csmar432,finai-research,csmar432/finai-research,https://github.com/csmar432/finai-research,Python,11,0,2,16415,1,1,38,0,1,1,1,1
youngbryan97,aura,youngbryan97/aura,https://github.com/youngbryan97/aura,Python,61,12,4,288932,1,0,108,0,1,1,1,1
netbox-community,netbox,netbox-community/netbox,https://github.com/netbox-community/netbox,Python,21167,3074,218,204301,1,0,3797,0,1,0,1,0
frappe,pilot,frappe/pilot,https://github.com/frappe/pilot,Python,56,36,13,6308,0,0,63,0,1,0,1,1
harness,harness-evals,harness/harness-evals,https://github.com/harness/harness-evals,Python,13,7,22,967,1,0,93,0,1,0,1,1
langchain-ai,langsmith-sdk,langchain-ai/langsmith-sdk,https://github.com/langchain-ai/langsmith-sdk,Python,984,266,179,29089,1,0,1149,0,1,0,1,0
vzhd1701,gridplayer,vzhd1701/gridplayer,https://github.com/vzhd1701/gridplayer,Python,2021,178,152,9874,0,0,1744,0,1,0,1,1
LoSkana,larpmanager,LoSkana/larpmanager,https://github.com/LoSkana/larpmanager,Python,21,7,2,188969,1,0,460,0,1,1,1,1
bytedance,deer-flow,bytedance/deer-flow,https://github.com/bytedance/deer-flow,Python,77673,10581,995,47817,0,0,442,0,1,0,1,1
openstack,openstack,openstack/openstack,https://github.com/openstack/openstack,Python,5983,1625,1,163428,0,0,4654,0,1,0,0,0
red-hat-storage,ocs-ci,red-hat-storage/ocs-ci,https://github.com/red-hat-storage/ocs-ci,Python,108,200,543,39026,1,0,2666,0,1,0,1,1
cyzus,suzent,cyzus/suzent,https://github.com/cyzus/suzent,Python,62,8,0,13430,1,1,361,0,1,0,1,1
wonglaitung,fortune,wonglaitung/fortune,https://github.com/wonglaitung/fortune,Python,61,19,0,378447,1,0,284,0,1,0,1,1
andreagroferreira,arka-os,andreagroferreira/arka-os,https://github.com/andreagroferreira/arka-os,Python,13,4,9,9721,1,0,130,0,1,0,1,1
smartnews-smri,house-of-councillors,smartnews-smri/house-of-councillors,https://github.com/smartnews-smri/house-of-councillors,Python,109,5,1,77503,0,1,1498,0,1,0,1,0
abusaeeidx,Yupptv-Playlist,abusaeeidx/Yupptv-Playlist,https://github.com/abusaeeidx/Yupptv-Playlist,Python,12,8,0,277135,0,0,417,0,1,0,1,0
getsentry,pypi,getsentry/pypi,https://github.com/getsentry/pypi,Python,22,5,7,3681,0,0,1492,0,1,0,1,1
zauberzeug,nicegui,zauberzeug/nicegui,https://github.com/zauberzeug/nicegui,Python,16048,937,33,118197,1,0,1903,0,1,1,1,1
gooseworks-ai,goose-skills,gooseworks-ai/goose-skills,https://github.com/gooseworks-ai/goose-skills,Python,1049,193,53,68085,1,0,143,0,1,0,1,1
Raidensz,OTP-Bot-Telegram,Raidensz/OTP-Bot-Telegram,https://github.com/Raidensz/OTP-Bot-Telegram,Python,41,32,4,6707,0,0,448,0,1,0,1,0
apache,airflow,apache/airflow,https://github.com/apache/airflow,Python,46218,17427,1761,675072,0,0,4118,0,1,1,1,0
schumijo,iptv,schumijo/iptv,https://github.com/schumijo/iptv,Python,101,9,4,421766,0,0,1354,0,1,0,1,0
Protuhj,nhc-cones,Protuhj/nhc-cones,https://github.com/Protuhj/nhc-cones,Python,16,1,0,3807316,0,1,2139,0,1,0,1,0
FGBLH,HKL,FGBLH/HKL,https://github.com/FGBLH/HKL,Python,313,124,1,39267,1,0,205,0,1,0,0,0
pmwl0128,pokemon_champion_agent,pmwl0128/pokemon_champion_agent,https://github.com/pmwl0128/pokemon_champion_agent,Python,25,0,0,6125,1,0,28,0,1,0,0,0
endoflife-date,release-data,endoflife-date/release-data,https://github.com/endoflife-date/release-data,Python,216,64,18,27887,0,0,1582,0,1,0,1,0
openstack,swift,openstack/swift,https://github.com/openstack/swift,Python,2786,1074,2,76398,0,0,5845,0,1,1,0,1
CODES-group,opyrability,CODES-group/opyrability,https://github.com/CODES-group/opyrability,Python,26,13,0,115527,1,1,1378,0,1,0,1,1
wikimedia,pywikibot,wikimedia/pywikibot,https://github.com/wikimedia/pywikibot,Python,765,219,0,66866,0,0,4781,0,1,1,1,1
WindowsGSM,SteamAppInfo,WindowsGSM/SteamAppInfo,https://github.com/WindowsGSM/SteamAppInfo,Python,20,3,1,135244,1,0,1593,0,1,0,1,0
Tenzer,alga,Tenzer/alga,https://github.com/Tenzer/alga,Python,131,8,4,1631,0,0,946,0,1,0,1,1
Pwnzer0tt1,firegex,Pwnzer0tt1/firegex,https://github.com/Pwnzer0tt1/firegex,Python,111,11,0,20876,1,0,1502,0,1,1,1,1
FineComputer14451,Grok-Imagine-Cinematic-Studio,FineComputer14451/Grok-Imagine-Cinematic-Studio,https://github.com/FineComputer14451/Grok-Imagine-Cinematic-Studio,Python,20,5,0,5698,1,0,77,0,1,0,1,1
isi-nmr,brukerapi-python,isi-nmr/brukerapi-python,https://github.com/isi-nmr/brukerapi-python,Python,33,17,58,786,1,0,2258,0,1,0,1,1
BLSQ,iaso,BLSQ/iaso,https://github.com/BLSQ/iaso,Python,38,10,12,153997,1,1,1408,0,1,1,1,1
hasansezertasan,a2wsgi-examples,hasansezertasan/a2wsgi-examples,https://github.com/hasansezertasan/a2wsgi-examples,Python,11,3,1,996,0,0,1068,0,1,1,1,1
dhyansraj,mcp-mesh,dhyansraj/mcp-mesh,https://github.com/dhyansraj/mcp-mesh,Python,35,7,12,162009,1,1,416,0,1,0,1,1
Osmantic,ODS,Osmantic/ODS,https://github.com/Osmantic/ODS,Python,3464,504,188,22598,1,0,164,0,1,0,1,0
goauthentik,authentik,goauthentik/authentik,https://github.com/goauthentik/authentik,Python,22453,1712,1215,695691,0,0,2397,0,1,0,1,1
Just-Spider,SpiderFor91,Just-Spider/SpiderFor91,https://github.com/Just-Spider/SpiderFor91,Python,36,18,1,60,1,0,43,0,1,0,0,0
cloudfoundry,community,cloudfoundry/community,https://github.com/cloudfoundry/community,Python,57,249,52,4864,0,0,2900,0,1,0,1,0
clomia,claude-automata,clomia/claude-automata,https://github.com/clomia/claude-automata,Python,13,2,0,2453,1,1,113,0,1,0,1,1
Heinkegab7300,Tonkeeper-Fake-Balance,Heinkegab7300/Tonkeeper-Fake-Balance,https://github.com/Heinkegab7300/Tonkeeper-Fake-Balance,Python,30,6,0,11066,0,0,14,0,1,0,0,0
libp2p,py-libp2p,libp2p/py-libp2p,https://github.com/libp2p/py-libp2p,Python,619,240,172,31604,1,1,2866,0,1,0,1,1
ruimalheiro,gradient-garden,ruimalheiro/gradient-garden,https://github.com/ruimalheiro/gradient-garden,Python,26,3,8,1604,1,0,629,0,1,0,0,1
NextWeb4,official-document-ai-assistant,NextWeb4/official-document-ai-assistant,https://github.com/NextWeb4/official-document-ai-assistant,Python,154,0,0,686,0,0,0,0,1,0,1,1
IgorGanapolsky,trading,IgorGanapolsky/trading,https://github.com/IgorGanapolsky/trading,Python,39,9,86,414469,1,1,266,0,1,1,1,1
gem,oq-engine,gem/oq-engine,https://github.com/gem/oq-engine,Python,445,322,48,1193415,1,0,5869,0,1,0,1,1
libreosteo,LibreOsteo,libreosteo/LibreOsteo,https://github.com/libreosteo/LibreOsteo,Python,31,19,34,3273,1,0,5563,0,1,0,1,1
canonical,testflinger,canonical/testflinger,https://github.com/canonical/testflinger,Python,24,50,70,8122,0,1,1553,0,1,0,1,0
qLDPCOrg,qLDPC,qLDPCOrg/qLDPC,https://github.com/qLDPCOrg/qLDPC,Python,240,35,27,11101,1,0,946,0,1,0,1,0
nautobot,nautobot,nautobot/nautobot,https://github.com/nautobot/nautobot,Python,1560,409,1022,286946,1,0,1979,0,1,0,1,0
ibrews,claude-fleet,ibrews/claude-fleet,https://github.com/ibrews/claude-fleet,Python,21,3,0,3266,1,1,111,0,1,0,1,0
apokamo,kaji,apokamo/kaji,https://github.com/apokamo/kaji,Python,12,2,9,29211,1,0,208,0,1,0,1,1
atelier-fashion,adlc-toolkit,atelier-fashion/adlc-toolkit,https://github.com/atelier-fashion/adlc-toolkit,Python,158,41,1,1539,1,0,127,0,1,0,0,1
MervinPraison,PraisonAI,MervinPraison/PraisonAI,https://github.com/MervinPraison/PraisonAI,Python,8507,1328,50,88013,1,1,855,0,1,0,1,0
open-contracting,kingfisher-collect,open-contracting/kingfisher-collect,https://github.com/open-contracting/kingfisher-collect,Python,16,17,20,5946,0,0,2774,0,1,0,1,1
4evy,dotfiles,4evy/dotfiles,https://github.com/4evy/dotfiles,Python,15,0,0,4075,0,0,964,0,1,1,1,0
shisa-ai,hipEngine,shisa-ai/hipEngine,https://github.com/shisa-ai/hipEngine,Python,53,2,4,64237,0,0,69,0,1,0,1,1
mozilla,addons-server,mozilla/addons-server,https://github.com/mozilla/addons-server,Python,899,557,24,2590052,0,1,4555,0,1,1,1,1
PostHog,posthog-foss,PostHog/posthog-foss,https://github.com/PostHog/posthog-foss,Python,681,111,0,3502790,0,0,2172,0,1,1,0,1
synaptent,aragora,synaptent/aragora,https://github.com/synaptent/aragora,Python,11,2,1541,154309,1,1,203,0,1,1,1,1
FoodCoopX,wirgarten-tapir,FoodCoopX/wirgarten-tapir,https://github.com/FoodCoopX/wirgarten-tapir,Python,14,6,174,59449,1,0,1577,0,1,1,1,0
thomas-xin,Miza,thomas-xin/Miza,https://github.com/thomas-xin/Miza,Python,93,24,1,582476,1,0,2375,0,1,0,0,1
PostHog,posthog,PostHog/posthog,https://github.com/PostHog/posthog,Python,37257,3084,4790,5814432,0,1,2372,0,1,1,1,1
peviitor-ro,Scrapers_Cristi_Olteanu,peviitor-ro/Scrapers_Cristi_Olteanu,https://github.com/peviitor-ro/Scrapers_Cristi_Olteanu,Python,11,1,25,495,1,0,1022,0,1,0,1,0
0xRadikal,Free-v2ray-Configs,0xRadikal/Free-v2ray-Configs,https://github.com/0xRadikal/Free-v2ray-Configs,Python,41,1,1,3422969,1,0,47,0,1,0,1,0
guibranco,BancosBrasileiros,guibranco/BancosBrasileiros,https://github.com/guibranco/BancosBrasileiros,Python,529,178,2,13067,0,1,3191,0,1,0,1,1
zaibacu,rita-dsl,zaibacu/rita-dsl,https://github.com/zaibacu/rita-dsl,Python,70,3,7,999,0,0,2574,0,1,0,1,1
Hypostasis-Cat,HypoMux,Hypostasis-Cat/HypoMux,https://github.com/Hypostasis-Cat/HypoMux,Python,1791,62,2,23370,1,0,42,0,1,0,1,0
gtech-mulearn,mulearnbackend,gtech-mulearn/mulearnbackend,https://github.com/gtech-mulearn/mulearnbackend,Python,23,97,27,6990,1,0,1281,0,1,1,1,0
PuddinCat,OllamaSpider,PuddinCat/OllamaSpider,https://github.com/PuddinCat/OllamaSpider,Python,68,16,0,191142,1,0,523,0,1,0,1,0
luyi14-bits,jig,luyi14-bits/jig,https://github.com/luyi14-bits/jig,Python,97,13,0,652,1,0,9,0,1,0,1,1
ZIB-AOPT,QOBLIB,ZIB-AOPT/QOBLIB,https://github.com/ZIB-AOPT/QOBLIB,Python,26,20,5,662213,0,1,183,0,1,0,1,1
getsentry,sentry-release-registry,getsentry/sentry-release-registry,https://github.com/getsentry/sentry-release-registry,Python,20,21,4,23021,0,1,2873,0,1,1,1,0
gumyr,build123d,gumyr/build123d,https://github.com/gumyr/build123d,Python,2682,246,366,36727,1,0,1478,0,1,0,1,1
quay,quay-docs,quay/quay-docs,https://github.com/quay/quay-docs,Python,14,43,33,30549,1,1,2472,0,1,0,1,0
Zipstack,unstract,Zipstack/unstract,https://github.com/Zipstack/unstract,Python,6719,633,77,102428,1,0,883,0,1,0,1,1
